Drug Name,gene_name,entrez
menadione,NQO1,1728
menadione,BGLAP,632
atp,ABL2,27
atp,ABCB1,5243
atp,ABCG1,9619
atp,ABCC2,1244
atp,ABCA1,19
atp,ACSS2,55902
atp,ALK,238
atp,NAE1,8883
atp,PRKAA1,5562
atp,ARAF,369
atp,ACVRL1,94
atp,ACSL1,2180
atp,NT5C2,22978
atp,ABCC9,10060
atp,AKT1,207
atp,APAF1,317
atp,ACSS1,84532
atp,ACVR1B,91
atp,ACVR1,90
atp,ABCB11,8647
atp,ASNS,440
atp,CDK15,65061
atp,SLC25A4,291
atp,ABCC8,6833
atp,ASS1,445
atp,AFG3L2,10939
atp,AMHR2,269
atp,TNK2,10188
atp,ABL1,25
atp,ADCY1,107
atp,ABCC6,368
atp,ABCC4,10257
atp,ABCC1,4363
atp,CFTR,1080
atp,PIK3CA,5290
atp,CSNK2A1,1457
atp,CSNK2B,1460
atp,P2RY11,5032
atp,PPP5C,5536
proline,P4HA2,8974
proline,PRODH,5625
proline,PPIH,10465
proline,P4HA1,5033
proline,PPIB,5479
proline,PPIF,10105
proline,PPIC,5480
proline,PPIA,5478
proline,PPIG,9360
proline,P3H1,64175
proline,PARS2,25973
proline,P3H2,55214
proline,P3H3,10536
proline,L3HYPDH,112849
proline,PYCR1,5831
proline,SLC6A14,11254
proline,SLC6A7,6534
proline,PYCR2,29920
adenine,APRT,353
adenine,ACACB,32
adenine,ACP1,52
adenine,PECR,55825
adenine,SRPK2,6733
adenine,MTAP,4507
asparagine,SLC1A5,6510
asparagine,ASRGL1,80150
asparagine,NARS2,79731
asparagine,ASNS,440
asparagine,SLC38A1,81539
pravastatin,HMGCR,3156
pravastatin,HDAC2,3066
fluvoxamine,SLC6A4,6532
fluvoxamine,KCNH2,3757
valsartan,AGTR1,185
ramipril,ACE,1636
ramipril,BDKRB1,623
masoprocol,ALOX5,240
masoprocol,SHBG,6462
flunisolide,NR3C1,2908
baclofen,GABBR1,2550
baclofen,GABBR2,9568
amphetamine,SLC18A2,6571
amphetamine,SLC6A3,6531
amphetamine,CARTPT,9607
amphetamine,TAAR1,134864
amphetamine,SLC6A2,6530
amphetamine,ADRA1A,148
amphetamine,ADRB1,153
amphetamine,DRD2,1813
amphetamine,MAOB,4129
amphetamine,SLC6A4,6532
amphetamine,MAOA,4128
pentagastrin,CCKBR,887
nicotine,CHRNA4,1137
nicotine,CHRNA7,1139
nicotine,CHRNB2,1141
nicotine,CHRNA2,1135
nicotine,CHRNA3,1136
nicotine,CHRNA5,1138
nicotine,CHRNA6,8973
nicotine,CHRNA9,55584
nicotine,CHRNA10,57053
nicotine,CHRNB3,1142
nicotine,CHRNB4,1143
nicotine,CYP19A1,1588
nicotine,CHAT,1103
cevimeline,CHRM3,1131
cevimeline,CHRM1,1128
lorazepam,GABRA1,2554
lorazepam,GABRA1,2554
esmolol,ADRB1,153
bortezomib,PSMB5,5693
bortezomib,PSMB1,5689
ethchlorvynol,GABRA1,2554
carbidopa,DDC,1644
phentermine,SLC6A2,6530
phentermine,SLC6A4,6532
phentermine,SLC6A3,6531
phentermine,MAOA,4128
phentermine,MAOB,4129
phentermine,NPY,4852
indecainide,SCN5A,6331
tramadol,OPRM1,4988
tramadol,SLC6A2,6530
tramadol,SLC6A4,6532
tramadol,HTR2C,3358
tramadol,OPRK1,4986
tramadol,OPRD1,4985
tramadol,CHRNA7,1139
tramadol,CHRM3,1131
tramadol,CHRM1,1128
tramadol,TACR1,6869
tramadol,SCN2A,6326
tramadol,TRPV1,7442
tramadol,GRIN1,2902
tramadol,ADORA1,134
tramadol,ADRA2A,150
betaxolol,ADRB1,153
betaxolol,ADRB2,154
troglitazone,PPARG,5468
troglitazone,ACSL4,2182
troglitazone,SERPINE1,5054
troglitazone,SLC29A1,2030
troglitazone,ESRRG,2104
troglitazone,ESRRA,2101
troglitazone,PPARD,5467
troglitazone,PPARA,5465
troglitazone,GSTP1,2950
oseltamivir,NEU1,4758
oseltamivir,NEU2,4759
erythromycin,MLNR,2862
erythromycin,KCNH2,3757
hydroxocobalamin,MTR,4548
hydroxocobalamin,MMAA,166785
hydroxocobalamin,TCN1,6947
hydroxocobalamin,AMN,81693
hydroxocobalamin,CUBN,8029
hydroxocobalamin,MMACHC,25974
caffeine,ADORA1,134
caffeine,PDE4B,5142
caffeine,ADORA2A,135
caffeine,RYR1,6261
caffeine,PDE1A,5136
caffeine,PRKDC,5591
caffeine,PIK3CD,5293
caffeine,PIK3CA,5290
caffeine,PIK3CB,5291
caffeine,ITPR1,3708
caffeine,ATM,472
caffeine,ADORA2B,136
caffeine,ADORA3,140
caffeine,PDE1B,5153
succinylcholine,CHRNA10,57053
succinylcholine,CHRNA7,1139
succinylcholine,CHRM1,1128
succinylcholine,CHRM2,1129
succinylcholine,CHRM3,1131
sildenafil,PDE5A,8654
sildenafil,PDE6G,5148
sildenafil,PDE6H,5149
dofetilide,KCNH2,3757
dofetilide,KCNK2,3776
dofetilide,KCNJ12,3768
pyrimethamine,DHFR,1719
pyrimethamine,HEXB,3074
reserpine,SLC18A2,6571
reserpine,SLC18A1,6570
reserpine,BIRC5,332
azithromycin,PADI4,23569
ticlopidine,P2RY12,64805
trospium,CHRM1,1128
trospium,CHRM3,1131
adapalene,RARB,5915
adapalene,RARG,5916
adapalene,RXRB,6257
adapalene,RXRG,6258
adapalene,RXRA,6256
adapalene,JUN,3725
adapalene,TLR2,7097
adapalene,RARA,5914
adapalene,GOT1,2805
midodrine,ADRA1A,148
midodrine,ADRA1B,147
midodrine,ADRA1D,146
remikiren,REN,5972
pantoprazole,ATP4A,495
pantoprazole,DDAH1,23576
torasemide,SLC12A1,6557
torasemide,SLC12A2,6558
citalopram,SLC6A4,6532
citalopram,HRH1,3269
eletriptan,HTR1D,3352
eletriptan,HTR1B,3351
eletriptan,HTR1F,3355
eletriptan,HTR1A,3350
bethanidine,ADRA2A,150
bethanidine,KCNJ1,3758
bethanidine,ADRB1,153
moxifloxacin,TOP2A,7153
oxyphenonium,CHRM1,1128
isoetharine,ADRB1,153
isoetharine,ADRB2,154
glimepiride,KCNJ11,3767
glimepiride,KCNJ1,3758
glimepiride,ABCC8,6833
diflorasone,NR3C1,2908
guanadrel,SLC6A2,6530
lovastatin,HMGCR,3156
lovastatin,ITGAL,3683
lovastatin,HDAC2,3066
enflurane,GABRA1,2554
enflurane,KCNA1,3736
enflurane,ATP2C1,27032
enflurane,GRIN1,2902
enflurane,ATP2A1,487
enflurane,CACNG1,786
enflurane,GLRA1,2741
pregabalin,CACNA2D1,781
temazepam,GABRA1,2554
temazepam,GABRA1,2554
methyclothiazide,SLC12A1,6557
methyclothiazide,CA1,759
methyclothiazide,CA2,760
methyclothiazide,CA4,762
aminosalicylic acid,PTGS2,5743
aminosalicylic acid,CHUK,1147
aminosalicylic acid,ALOX5,240
aminosalicylic acid,PLA2G2E,30814
reboxetine,SLC6A2,6530
milrinone,PDE3A,5139
butabarbital,GABRA1,2554
butabarbital,CHRNA10,57053
butabarbital,GRIA1,2890
butabarbital,GRIA2,2891
butabarbital,GRIA3,2892
butabarbital,GRIA4,2893
butabarbital,GRIK1,2897
butabarbital,GRIK2,2898
butabarbital,GRIK3,2899
butabarbital,GRIK4,2900
butabarbital,GRIK5,2901
oxiconazole,NR1I2,8856
alclometasone,NR3C1,2908
butalbital,GABRA1,2554
butalbital,GABRA2,2555
butalbital,GABRA3,2556
butalbital,GABRA4,2557
butalbital,GABRA5,2558
butalbital,GABRA6,2559
butalbital,CHRNA4,1137
butalbital,CHRNA7,1139
butalbital,GRIA2,2891
butalbital,GRIK2,2898
butalbital,GABRA1,2554
cladribine,RRM1,6240
cladribine,RRM2,6241
cladribine,RRM2B,50484
cladribine,POLA1,5422
cladribine,POLE,5426
cladribine,POLE2,5427
cladribine,POLE3,54107
cladribine,POLE4,56655
cladribine,PNP,4860
ranolazine,SCN1A,6323
ranolazine,KCNJ12,3768
ranolazine,CACNA1C,775
ranolazine,ADRA1A,148
ranolazine,ADRB1,153
mesalazine,PTGS2,5743
mesalazine,PTGS1,5742
mesalazine,ALOX5,240
mesalazine,PPARG,5468
mesalazine,CHUK,1147
mesalazine,IKBKB,3551
mesalazine,MPO,4353
benzatropine,CHRM1,1128
benzatropine,SLC6A3,6531
benzatropine,HRH1,3269
benzatropine,SLC6A4,6532
benzatropine,SLC6A2,6530
ziprasidone,DRD2,1813
ziprasidone,DRD1,1812
ziprasidone,DRD5,1816
ziprasidone,HTR2A,3356
ziprasidone,DRD3,1814
ziprasidone,DRD4,1815
ziprasidone,HTR1A,3350
ziprasidone,HTR1B,3351
ziprasidone,HTR1D,3352
ziprasidone,HTR1E,3354
ziprasidone,HTR2C,3358
ziprasidone,HTR6,3362
ziprasidone,HTR7,3363
ziprasidone,HRH1,3269
ziprasidone,ADRA1A,148
ziprasidone,ADRA1B,147
ziprasidone,ADRA2A,150
ziprasidone,ADRA2B,151
ziprasidone,ADRA2C,152
ziprasidone,CHRM1,1128
ziprasidone,CHRM2,1129
ziprasidone,CHRM3,1131
ziprasidone,CHRM4,1132
ziprasidone,CHRM5,1133
ziprasidone,HTR3A,3359
ziprasidone,HTR5A,3361
methysergide,HTR2B,3357
methysergide,HTR2C,3358
methysergide,HTR2A,3356
methysergide,HTR1A,3350
methysergide,HTR7,3363
methysergide,HTR1B,3351
methysergide,HTR1F,3355
methysergide,HTR1E,3354
cabergoline,DRD2,1813
cabergoline,HTR2B,3357
cabergoline,DRD3,1814
cabergoline,HTR2A,3356
cabergoline,ADRA2B,151
cabergoline,HTR1D,3352
cabergoline,DRD4,1815
cabergoline,ADRA2A,150
cabergoline,HTR1A,3350
cabergoline,ADRA2C,152
cabergoline,DRD5,1816
cabergoline,DRD1,1812
cabergoline,HTR1B,3351
cabergoline,HTR2C,3358
cabergoline,HTR7,3363
cabergoline,ADRA1A,148
cabergoline,ADRA1B,147
cabergoline,ADRA1D,146
cabergoline,ADRB1,153
cabergoline,ADRB2,154
cabergoline,DRD1,1812
phenytoin,SCN5A,6331
phenytoin,SCN1A,6323
phenytoin,NR1I2,8856
phenytoin,SCN1B,6324
phenytoin,SCN3A,6328
phenytoin,KCNH2,3757
phenytoin,CACNA1C,775
phenytoin,SCN2A,6326
phenytoin,SCN8A,6334
phenytoin,GABRA1,2554
medrysone,NR3C1,2908
diethylstilbestrol,ESR1,2099
diethylstilbestrol,ESRRG,2104
diethylstilbestrol,ESR2,2100
diethylstilbestrol,ESRRA,2101
diethylstilbestrol,ESRRB,2103
diethylstilbestrol,NCOA2,10499
diethylstilbestrol,NR1I2,8856
diethylstilbestrol,AR,367
diethylstilbestrol,SHBG,6462
clotrimazole,KCNN4,3783
clotrimazole,NR1I2,8856
clotrimazole,HCAR2,338442
anagrelide,PDE3A,5139
carmustine,GSR,2936
metoprolol,ADRB1,153
metoprolol,ADRB2,154
dicoumarol,VKORC1,79001
dicoumarol,NQO1,1728
dicoumarol,CRYZ,1429
ropinirole,DRD3,1814
ropinirole,DRD4,1815
ropinirole,ADRA1A,148
ropinirole,DRD2,1813
chlorotrianisene,ESR1,2099
isradipine,CACNA1C,775
isradipine,CACNA2D1,781
isradipine,CACNB2,783
isradipine,CACNA1H,8912
isradipine,CACNA2D2,9254
isradipine,CACNA1D,776
isradipine,CACNA1S,779
betazole,HRH2,3274
topiramate,GABRA1,2554
topiramate,SCN1A,6323
topiramate,GRIK1,2897
topiramate,CA2,760
topiramate,CA4,762
topiramate,CA1,759
topiramate,CA3,761
topiramate,CACNA1C,775
topiramate,CACNA1E,777
olmesartan,AGTR1,185
amsacrine,TOP2A,7153
amsacrine,KCNH2,3757
amsacrine,ORM1,5004
amsacrine,ALB,213
theophylline,ADORA1,134
theophylline,ADORA2A,135
theophylline,ADORA2B,136
theophylline,PDE4B,5142
theophylline,PDE5A,8654
theophylline,PDE4A,5141
theophylline,PDE3A,5139
theophylline,HDAC2,3066
theophylline,CPNE1,8904
theophylline,HM13,81502
theophylline,NOMO1,23420
theophylline,PARP1,142
theophylline,RIC3,79608
theophylline,TTLL3,26140
argatroban,F2,2147
liothyronine,THRA,7067
liothyronine,THRB,7068
liothyronine,PCNA,5111
disopyramide,SCN5A,6331
disopyramide,CHRM1,1128
disopyramide,CHRM2,1129
disopyramide,CHRM3,1131
disopyramide,KCND2,3751
disopyramide,KCND3,3752
disopyramide,KCNH2,3757
disopyramide,ORM2,5005
lidocaine,SCN10A,6336
lidocaine,SCN9A,6335
lidocaine,SCN5A,6331
lidocaine,EGFR,1956
lidocaine,SCN4A,6329
lidocaine,ORM1,5004
lidocaine,ORM2,5005
pamidronic acid,FDPS,2224
pamidronic acid,GGPS1,9453
pamidronic acid,CASP3,836
pamidronic acid,CASP9,842
clemastine,HRH1,3269
acarbose,MGAM,8972
acarbose,AMY2A,279
acarbose,GAA,2548
acarbose,SI,6476
venlafaxine,SLC6A4,6532
venlafaxine,SLC6A2,6530
venlafaxine,SLC6A3,6531
conjugated estrogens,ESR1,2099
conjugated estrogens,ESR2,2100
travoprost,PTGFR,5737
amcinonide,NR3C1,2908
amcinonide,ANXA1,301
atomoxetine,SLC6A2,6530
atomoxetine,SLC6A4,6532
atomoxetine,GRIN1,2902
atomoxetine,KCNJ3,3760
atomoxetine,OPRK1,4986
bleomycin,LIG1,3978
bleomycin,LIG3,3980
etomidate,GABRA1,2554
etomidate,ADRA2B,151
etomidate,GABRA1,2554
raltitrexed,TYMS,7298
raltitrexed,FPGS,2356
etonogestrel,PGR,5241
morphine,OPRM1,4988
morphine,OPRK1,4986
morphine,OPRD1,4985
morphine,LY96,23643
ropivacaine,SCN10A,6336
bupivacaine,SCN10A,6336
bupivacaine,PTGER1,5731
dapiprazole,ADRA1A,148
dapiprazole,ADRA1D,146
dapiprazole,ADRA1B,147
tranexamic acid,PLG,5340
desogestrel,PGR,5241
desogestrel,ESR1,2099
talbutal,GABRA1,2554
talbutal,GABRA2,2555
talbutal,GABRA3,2556
talbutal,GABRA4,2557
talbutal,GABRA5,2558
talbutal,GABRA6,2559
talbutal,CHRNA4,1137
talbutal,CHRNA7,1139
talbutal,GRIA2,2891
talbutal,GRIK2,2898
talbutal,GABRA1,2554
bexarotene,RXRA,6256
bexarotene,RXRB,6257
bexarotene,RXRG,6258
ibutilide,CACNA1C,775
ibutilide,CACNB1,782
ibutilide,KCNH2,3757
ibutilide,CACNA2D1,781
ibutilide,CACNG1,786
ibutilide,KCNK1,3775
ibutilide,KCNK6,9424
ibutilide,KCNH6,81033
ibutilide,KCNH7,90134
ibutilide,KCNJ11,3767
vindesine,TUBB1,81027
chlorthalidone,SLC12A1,6557
chlorthalidone,CA1,759
ethoxzolamide,CA1,759
ethoxzolamide,CA2,760
ethoxzolamide,CA4,762
ethoxzolamide,CA7,766
ethoxzolamide,CA3,761
pentobarbital,GABRA1,2554
pentobarbital,GABRA2,2555
pentobarbital,GABRA3,2556
pentobarbital,GABRA4,2557
pentobarbital,GABRA5,2558
pentobarbital,GABRA6,2559
pentobarbital,CHRNA4,1137
pentobarbital,CHRNA7,1139
pentobarbital,GRIA2,2891
pentobarbital,GRIK2,2898
pentobarbital,GABRA1,2554
pentobarbital,GRIN1,2902
pentobarbital,NR1I2,8856
valproic acid,ACADSB,36
valproic acid,HDAC9,9734
valproic acid,OGDH,4967
valproic acid,ALDH5A1,7915
valproic acid,SCN1A,6323
valproic acid,HDAC2,3066
valproic acid,PPARA,5465
valproic acid,PPARD,5467
valproic acid,PPARG,5468
zolmitriptan,HTR1B,3351
zolmitriptan,HTR1D,3352
zolmitriptan,HTR1F,3355
zolmitriptan,HTR1E,3354
zolmitriptan,HTR7,3363
zolmitriptan,HTR1A,3350
zolmitriptan,HTR2A,3356
zolmitriptan,HTR2B,3357
acetaminophen,PTGES3,10728
acetaminophen,PTGS2,5743
acetaminophen,PTGS1,5742
acetaminophen,TRPV1,7442
gefitinib,EGFR,1956
codeine,OPRM1,4988
codeine,OPRK1,4986
codeine,OPRD1,4985
dihydroergotamine,HTR1D,3352
dihydroergotamine,HTR1B,3351
dihydroergotamine,ADRA2A,150
dihydroergotamine,HTR2B,3357
amitriptyline,SLC6A2,6530
amitriptyline,SLC6A4,6532
amitriptyline,HTR2A,3356
amitriptyline,HTR1A,3350
amitriptyline,OPRD1,4985
amitriptyline,OPRK1,4986
amitriptyline,NTRK1,4914
amitriptyline,NTRK2,4915
amitriptyline,ADRA1A,148
amitriptyline,ADRA1D,146
amitriptyline,ADRA2A,150
amitriptyline,HRH1,3269
amitriptyline,KCNQ2,3785
amitriptyline,KCNA1,3736
amitriptyline,HRH2,3274
amitriptyline,HRH4,59340
amitriptyline,SIGMAR1,10280
amitriptyline,HTR2C,3358
amitriptyline,ADRA1B,147
amitriptyline,HTR7,3363
amitriptyline,HTR1D,3352
amitriptyline,OPRM1,4988
amitriptyline,HTR1B,3351
amitriptyline,HTR6,3362
amitriptyline,KCNQ3,3786
amitriptyline,Htr2c,3358
amitriptyline,CHRM1,1128
amitriptyline,KCNH2,3757
floxuridine,TYMS,7298
tolcapone,COMT,1312
fluorometholone,NR3C1,2908
nitroprusside,NPR1,4881
hydromorphone,OPRM1,4988
hydromorphone,OPRD1,4985
hydromorphone,OPRK1,4986
indomethacin,PTGS1,5742
indomethacin,PTGS2,5743
indomethacin,PLA2G2A,5320
indomethacin,PTGR2,145482
indomethacin,PPARG,5468
indomethacin,GLO1,2739
indomethacin,PTGDR2,11251
indomethacin,PPARA,5465
indomethacin,AKR1C3,8644
metformin,PRKAB1,5564
metformin,ETFDH,2110
metformin,GPD1,2819
ipratropium,CHRM1,1128
ipratropium,CHRM2,1129
ipratropium,CHRM3,1131
methadone,OPRM1,4988
methadone,GRIN1,2902
methadone,OPRD1,4985
methadone,HTR3A,3359
methadone,CHRNA7,1139
methadone,CHRNA3,1136
methadone,CHRNA4,1137
methadone,CHRNB2,1141
olanzapine,HTR2A,3356
olanzapine,DRD2,1813
olanzapine,DRD1,1812
olanzapine,DRD5,1816
olanzapine,DRD3,1814
olanzapine,DRD4,1815
olanzapine,HTR2C,3358
olanzapine,HTR3A,3359
olanzapine,HTR6,3362
olanzapine,HRH1,3269
olanzapine,ADRA1A,148
olanzapine,ADRA1B,147
olanzapine,CHRM1,1128
olanzapine,CHRM2,1129
olanzapine,CHRM3,1131
olanzapine,CHRM4,1132
olanzapine,DRD1,1812
olanzapine,ADRB1,153
olanzapine,HTR1A,3350
olanzapine,GABRA1,2554
atenolol,ADRB1,153
atenolol,ADRB2,154
pimecrolimus,MTOR,2475
pimecrolimus,FKBP1A,2280
omeprazole,ATP4A,495
omeprazole,AHR,196
pyrazinamide,fas,355
metixene,CHRM1,1128
cetirizine,HRH1,3269
terfenadine,HRH1,3269
terfenadine,KCNH2,3757
terfenadine,CHRM3,1131
terfenadine,CHRM1,1128
terfenadine,CHRM5,1133
terfenadine,CHRM4,1132
terfenadine,CHRM2,1129
diltiazem,CACNG1,786
diltiazem,CACNA1C,775
protriptyline,SLC6A2,6530
protriptyline,SLC6A4,6532
alfuzosin,ADRA1A,148
alfuzosin,ADRA1B,147
alfuzosin,ADRA1D,146
alfuzosin,KCNH2,3757
trimethadione,CACNA1G,8913
nitisinone,HPD,3242
clobazam,GABRA1,2554
clobazam,GABRA1,2554
minoxidil,KCNJ1,3758
minoxidil,PTGS1,5742
minoxidil,REN,5972
megestrol acetate,PGR,5241
megestrol acetate,NR3C1,2908
methylergometrine,DRD1,1812
methylergometrine,HTR2B,3357
buclizine,HRH1,3269
buclizine,CHRM1,1128
chlorzoxazone,KCNMA1,3778
aminoglutethimide,CYP19A1,1588
aminoglutethimide,CYP11A1,1583
mefloquine,ADORA2A,135
sapropterin,PAH,5053
sapropterin,NOS3,4846
sapropterin,TH,7054
sapropterin,TPH1,7166
vinorelbine,TUBB,203068
clozapine,DRD2,1813
clozapine,HTR2A,3356
clozapine,DRD1,1812
clozapine,DRD3,1814
clozapine,DRD4,1815
clozapine,HTR1A,3350
clozapine,HTR1B,3351
clozapine,HTR1D,3352
clozapine,HTR1E,3354
clozapine,HTR3A,3359
clozapine,HTR2C,3358
clozapine,HTR6,3362
clozapine,HTR7,3363
clozapine,HRH1,3269
clozapine,HRH4,59340
clozapine,ADRA1A,148
clozapine,ADRA1B,147
clozapine,ADRA2A,150
clozapine,ADRA2B,151
clozapine,ADRA2C,152
clozapine,CHRM1,1128
clozapine,CHRM2,1129
clozapine,CHRM3,1131
clozapine,CHRM4,1132
clozapine,CHRM5,1133
clozapine,CALY,50632
clozapine,GSTP1,2950
sucralfate,PGA5,5222
sucralfate,FGF2,2247
sucralfate,EGF,1950
sucralfate,FGA,2243
doxylamine,HRH1,3269
doxylamine,CHRM1,1128
doxylamine,NR1I3,9970
levonorgestrel,PGR,5241
levonorgestrel,SRD5A1,6715
levonorgestrel,ESR1,2099
levonorgestrel,AR,367
levonorgestrel,SHBG,6462
levonorgestrel,NR3C1,2908
norepinephrine,ADRA1A,148
norepinephrine,ADRA1B,147
norepinephrine,ADRA1D,146
norepinephrine,ADRA2A,150
norepinephrine,ADRA2B,151
norepinephrine,ADRA2C,152
norepinephrine,ADRB1,153
norepinephrine,ADRB2,154
norepinephrine,ADRB3,155
norepinephrine,PAH,5053
norepinephrine,SLC18A2,6571
norepinephrine,SLC18A1,6570
mirtazapine,HTR2A,3356
mirtazapine,ADRA2A,150
mirtazapine,HTR2C,3358
mirtazapine,OPRK1,4986
mirtazapine,HRH1,3269
mirtazapine,ADRA1A,148
meprobamate,GABRA1,2554
meprobamate,GABRA2,2555
meprobamate,GABRA3,2556
meprobamate,GABRA4,2557
meprobamate,GABRA5,2558
meprobamate,GABRA6,2559
meprobamate,GABRA1,2554
thiethylperazine,DRD2,1813
timolol,ADRB1,153
timolol,ADRB2,154
treprostinil,PTGIR,5739
treprostinil,PPARD,5467
treprostinil,P2RY12,64805
trihexyphenidyl,CHRM1,1128
trihexyphenidyl,CHRM2,1129
trihexyphenidyl,CHRM3,1131
trihexyphenidyl,CHRM4,1132
trihexyphenidyl,CHRM5,1133
palonosetron,HTR3A,3359
dydrogesterone,PGR,5241
mexiletine,SCN5A,6331
mexiletine,AHR,196
dexrazoxane,TOP2A,7153
dexrazoxane,TOP2B,7155
amlodipine,CACNA1C,775
amlodipine,CACNA1B,774
amlodipine,CACNB1,782
amlodipine,CACNA2D3,55799
amlodipine,CA1,759
amlodipine,SMPD1,6609
amlodipine,CACNA1I,8911
amlodipine,CACNA1B,774
tacrine,ACHE,43
tacrine,BCHE,590
tacrine,CES1,1066
oxyphencyclimine,CHRM3,1131
oxyphencyclimine,CHRM1,1128
oxyphencyclimine,CHRM2,1129
triamterene,SCNN1G,6340
triamterene,SCNN1A,6337
triamterene,SCNN1B,6338
triamterene,SCNN1D,6339
valrubicin,TOP2A,7153
procyclidine,CHRM1,1128
procyclidine,CHRM2,1129
procyclidine,CHRM4,1132
procyclidine,CHRM3,1131
phenylephrine,ADRA1A,148
phenylephrine,ADRA1B,147
phenylephrine,ADRA1D,146
carbimazole,TPO,7173
digoxin,ATP1A1,476
sulpiride,DRD2,1813
sulpiride,DRD3,1814
sulpiride,CA2,760
sulpiride,CA3,761
profenamine,CHRM1,1128
profenamine,GRIN3A,116443
profenamine,CHRM2,1129
nimodipine,CACNA1C,775
nimodipine,CACNA1D,776
nimodipine,CACNA1F,778
nimodipine,CACNA1S,779
nimodipine,CACNB1,782
nimodipine,CACNB2,783
nimodipine,CACNB3,784
nimodipine,CACNB4,785
nimodipine,NR3C2,4306
nimodipine,AHR,196
beclomethasone dipropionate,NR3C1,2908
carisoprodol,GABRA1,2554
carisoprodol,GABRB2,2561
carisoprodol,GABRG2,2566
carisoprodol,GABRA5,2558
carisoprodol,GABRA3,2556
progesterone,PGR,5241
progesterone,ESR1,2099
progesterone,NR3C2,4306
progesterone,CYP17A1,1586
progesterone,OPRK1,4986
progesterone,ORM1,5004
progesterone,NR3C1,2908
progesterone,AR,367
progesterone,SHBG,6462
progesterone,ESR2,2100
phenylpropanolamine,DRD1,1812
phenylpropanolamine,ADRB1,153
phenylpropanolamine,ADRB2,154
phenylpropanolamine,ADRA2A,150
sorafenib,BRAF,673
sorafenib,RAF1,5894
sorafenib,FLT4,2324
sorafenib,KDR,3791
sorafenib,FLT3,2322
sorafenib,PDGFRB,5159
sorafenib,KIT,3815
sorafenib,FGFR1,2260
sorafenib,RET,5979
sorafenib,FLT1,2321
zoledronic acid,FDPS,2224
zoledronic acid,GGPS1,9453
griseofulvin,KRT12,3859
nisoldipine,CACNA1C,775
nisoldipine,CACNA2D1,781
nisoldipine,CACNB2,783
nisoldipine,CACNA1D,776
nisoldipine,CACNA1S,779
eszopiclone,GABRA1,2554
eszopiclone,GABRA2,2555
eszopiclone,GABRA1,2554
eszopiclone,GABRA3,2556
eszopiclone,GABRA5,2558
ceruletide,CCKAR,886
alprazolam,GABRA1,2554
alprazolam,GABRA1,2554
dexbrompheniramine,HRH1,3269
ardeparin,SERPINC1,462
ardeparin,SERPIND1,3053
loxapine,DRD2,1813
loxapine,DRD1,1812
loxapine,HTR2A,3356
loxapine,HTR2C,3358
loxapine,HTR1A,3350
loxapine,HTR1B,3351
loxapine,HTR1D,3352
loxapine,HTR1E,3354
loxapine,HTR3A,3359
loxapine,HTR5A,3361
loxapine,HTR6,3362
loxapine,HTR7,3363
loxapine,ADRA1A,148
loxapine,ADRA1B,147
loxapine,ADRA2A,150
loxapine,ADRA2B,151
loxapine,ADRA2C,152
loxapine,ADRB1,153
loxapine,CHRM1,1128
loxapine,CHRM2,1129
loxapine,CHRM3,1131
loxapine,CHRM4,1132
loxapine,CHRM5,1133
loxapine,DRD1,1812
loxapine,DRD3,1814
loxapine,DRD4,1815
loxapine,DRD5,1816
loxapine,HRH1,3269
loxapine,HRH2,3274
loxapine,HRH4,59340
loxapine,SLC6A4,6532
loxapine,SLC6A2,6530
loxapine,SLC6A3,6531
remoxipride,DRD2,1813
remoxipride,DRD4,1815
remoxipride,DRD3,1814
remoxipride,HTR2A,3356
remoxipride,SIGMAR1,10280
carbamoylcholine,CHRM1,1128
carbamoylcholine,CHRM2,1129
carbamoylcholine,CHRNA2,1135
carbamoylcholine,ACHE,43
carbamoylcholine,CHRM3,1131
carbamoylcholine,CHRM4,1132
rosiglitazone,PPARG,5468
rosiglitazone,ACSL4,2182
rosiglitazone,PPARA,5465
rosiglitazone,PPARD,5467
rosiglitazone,RXRA,6256
rosiglitazone,RXRB,6257
rosiglitazone,RXRG,6258
pramipexole,DRD3,1814
pramipexole,DRD2,1813
pramipexole,DRD4,1815
pramipexole,HTR1A,3350
pramipexole,ADRA2A,150
acetohexamide,KCNJ1,3758
ampicillin,SLC15A1,6564
ampicillin,SLC15A2,6565
ampicillin,TEK,7010
metocurine iodide,CHRNA2,1135
phenoxymethylpenicillin,SLC15A1,6564
secobarbital,GABRA1,2554
secobarbital,GABRA2,2555
secobarbital,GABRA3,2556
secobarbital,GABRA4,2557
secobarbital,GABRA5,2558
secobarbital,GABRA6,2559
secobarbital,CHRNA4,1137
secobarbital,CHRNA7,1139
secobarbital,GRIA2,2891
secobarbital,GRIK2,2898
secobarbital,GRIN1,2902
miglustat,UGCG,7357
promazine,DRD2,1813
promazine,HTR2A,3356
promazine,HTR2C,3358
promazine,ADRA1A,148
promazine,CHRM1,1128
promazine,HRH1,3269
spironolactone,NR3C2,4306
spironolactone,AR,367
spironolactone,PGR,5241
spironolactone,NR3C1,2908
spironolactone,CYP11B2,1585
spironolactone,CYP17A1,1586
spironolactone,SRD5A1,6715
spironolactone,SHBG,6462
spironolactone,CACNG1,786
spironolactone,NR1I2,8856
methylphenidate,SLC6A3,6531
methylphenidate,SLC6A2,6530
methylphenidate,HTR1A,3350
methocarbamol,CA1,759
